id_libro,isbn,titulo,autor,categoria,anio_publicacion,idioma,editorial,unidades,leido,notas
227,9788489660823,Organizacion y arquitectura de computadores,Willian Stallings,Ingeniería Informática,2005,Español,Pearson Educacion,1,t,
228,9977200300,Organizacion y gerencia publica,"Rethenly Figueroa, Carlos Molina O.",Administración y Negocios,1994,Español,Editorial ICAP,1,f,
229,9789585396449,"Orgullo, prejuicio, tu y yo",Rachael Lippincott,LGTBIQ,2023,Español,Penguin Random House Grupo Editorial,1,f,
230,,Origenes de los Ramonenses - Familias Fundadoras de San Ramon,Eduardo Fournier Garcia,Genealogía,1994,Español,Museo Historico Cultural Juan Santamaria,1,t,
231,9788497644532,Otelo,William Shakespeare,Literatura Clásica,2011,Español,EDIMAT Libros,1,t,
232,9788466377720,Outlander - Cuenta a las abejas que me fui,Diana Gabaldon,Fantasía Épica,2024,Español,Penguin Random House Grupo Editorial,1,f,
233,9788498387186,Outlander - Forastera,Diana Gabaldon,Fantasía Épica,2017,Español,Publicaciones y Ediciones Salamandra,1,t,
234,9780593497197,Outlander - Go Tell the Bees That I Am Gone,Diana Gabaldon,Fantasía Épica,2021,Ingles,Penguin Random House Grupo Editorial,1,f,
235,9789968502214,Pasteles Esponjosos,Wendy Sweetser,Cocina,2011,Español,Ediciones JADINE,1,t,
236,9781407556987,Platos Unicos,Parragon,Cocina,2008,Español,Parragon Books Ltd,1,t,
237,9781407585079,Postres,Parragon,Cocina,2009,Español,Parragon Books Ltd,1,t,
238,9789509445635,Primero la Gente,"Amartya Sen, Bernardo Kliksberg",Economía,2007,Español,TEMAS Grupo Editorial,1,t,
239,9789968488532,Principios de Administracion,"Jose E. Gutierrez Duran, Vicente Godoy Sandoval",Administración y Negocios,2020,Español,EUNED,1,t,
240,9788499429601,Prisioneros de la Geografia,Tim Marshall,Relaciones Internacionales,2021,Español,Ediciones Peninsula,1,f,
241,,Progenitores de los Costarricenses,Mario Barrantes Ferrero,Genealogía,1973,Español,ACCG,1,t,
242,9788408286158,Punk 57,Penelope Douglas,Novela Romántica y Erótica,2024,Español,Editorial Planeta,1,f,
243,9786078712427,Ravensong - La Cancion del Cuervo,TJ Klune,LGTBIQ,2022,Español,VR Editoras,1,f,
244,9789706273505,Rebelion en la Granja,George Orwell,Ciencia Ficción,,Español,Ediciones Culturales Partenon,1,t,
245,9788430945535,Relaciones Internacionales,Esther Barbe,Relaciones Internacionales,2008,Español,Editorial Tecnos,1,t,
246,,Resena Historica de Limon,"Jaime Granados Chacon, Ligia Estrada Molina",Historia,1967,Español,Imprenta Nacional,1,f,
247,,Revista de la ACCG - Tomo 1,Academia Costarricense de Ciencias Genealogicas,Genealogía,1953,Español,ACCG,1,t,
248,,Revista de la ACCG - Tomo 13-14,Academia Costarricense de Ciencias Genealogicas,Genealogía,1966,Español,ACCG,1,t,
249,,Revista de la ACCG - Tomo 16-17,Academia Costarricense de Ciencias Genealogicas,Genealogía,1970,Español,ACCG,1,t,
250,,Revista de la ACCG - Tomo 18-19-20,Academia Costarricense de Ciencias Genealogicas,Genealogía,1973,Español,ACCG,1,t,
251,,Revista de la ACCG - Tomo 22,Academia Costarricense de Ciencias Genealogicas,Genealogía,1975,Español,ACCG,1,t,
252,,Revista de la ACCG - Tomo 23,Academia Costarricense de Ciencias Genealogicas,Genealogía,1976,Español,ACCG,1,t,
253,,Revista de la ACCG - Tomo 26,Academia Costarricense de Ciencias Genealogicas,Genealogía,1980,Español,ACCG,1,t,
254,,Revista de la ACCG - Tomo 30-31,Academia Costarricense de Ciencias Genealogicas,Genealogía,1987,Español,ACCG,2,t,
255,,Revista de la ACCG - Tomo 32,Academia Costarricense de Ciencias Genealogicas,Genealogía,1991,Español,ACCG,1,t,
256,,Revista de la ACCG - Tomo 33,Academia Costarricense de Ciencias Genealogicas,Genealogía,1992,Español,ACCG,1,t,
257,,Revista de la ACCG - Tomo 34,Academia Costarricense de Ciencias Genealogicas,Genealogía,1994,Español,ACCG,2,t,
258,,Revista de la ACCG - Tomo 35,Academia Costarricense de Ciencias Genealogicas,Genealogía,1995,Español,ACCG,1,t,
259,,Revista de la ACCG - Tomo 36,Academia Costarricense de Ciencias Genealogicas,Genealogía,1998,Español,ACCG,1,t,
260,,Revista de la ACCG - Tomo 37,Academia Costarricense de Ciencias Genealogicas,Genealogía,2000,Español,ACCG,1,t,
261,,Revista de la ACCG - Tomo 38,Academia Costarricense de Ciencias Genealogicas,Genealogía,2000,Español,ACCG,1,t,
262,,Revista de la ACCG - Tomo 39-40,Academia Costarricense de Ciencias Genealogicas,Genealogía,2003,Español,ACCG,1,t,
263,,Revista de la ACCG - Tomo 41,Academia Costarricense de Ciencias Genealogicas,Genealogía,2004,Español,ACCG,1,t,
264,,Revista de la ACCG - Tomo 42-43,Academia Costarricense de Ciencias Genealogicas,Genealogía,2008,Español,ACCG,1,t,
265,,Revista de la ACCG - Tomo 44,Academia Costarricense de Ciencias Genealogicas,Genealogía,2009,Español,ACCG,1,t,
266,,Revista de la ACCG - Tomo 45,Academia Costarricense de Ciencias Genealogicas,Genealogía,2010,Español,ACCG,1,t,
267,,Revista de la ACCG - Tomo 49,Academia Costarricense de Ciencias Genealogicas,Genealogía,2013,Español,ACCG,1,t,
268,,Revista de la ACCG - Tomo 8,Academia Costarricense de Ciencias Genealogicas,Genealogía,1960,Español,ACCG,1,t,
269,,Revista de la ACCG - Tomo 9,Academia Costarricense de Ciencias Genealogicas,Genealogía,1961,Español,ACCG,1,t,
270,16590066,Revista Herencia,Universidad de Costa Rica,Historia,1988,Español,Editorial UCR,1,f,
271,9788496975576,Romeo y Julieta,William Shakespeare,Literatura Clásica,2016,Español,Ediciones Brontes,1,t,
272,9789977760162,Serie Ivonne Clays - El Canciller Acosta,Julio Ernesto Revollo Acosta,Relaciones Internacionales,2013,Español,Imprenta Nacional,1,f,
273,9789977760278,Serie Ivonne Clays - El Canciller Montufar,Joaquin Alberto Fernandez Alfaro,Relaciones Internacionales,2014,Español,Imprenta Nacional,1,f,
274,9789977760100,Serie Ivonne Clays - El Canciller Rodriguez,Jorge Francisco Saenz Carbonell,Relaciones Internacionales,2011,Español,Imprenta Nacional,1,f,
275,9789977760261,Serie Ivonne Clays - El Canciller Toledo,Emilio Gerardo Obando Cairol,Relaciones Internacionales,2014,Español,Imprenta Nacional,1,f,
276,9789977760438,Serie Ivonne Clays - El Canciller Venegas,Luis Carlos Serrano Madrigal,Relaciones Internacionales,2017,Español,Imprenta Nacional,1,f,
277,9789977760230,Serie Ivonne Clays - El General Joaquin Eufrasio Guzman,Jorge Larde y Larin,Relaciones Internacionales,2014,Español,Imprenta Nacional,1,f,
278,9789977760247,Serie Ivonne Clays - Manuel de Jesus Jimenez Oreamuno,Jorge Umana Vargas,Relaciones Internacionales,2014,Español,Imprenta Nacional,1,f,
279,9789977760339,Serie Ivonne Clays - Primera Dama Ivonne Clays,Miguel Acuna V.,Relaciones Internacionales,2015,Español,Imprenta Nacional,1,f,
280,9789977760315,Serie Ivonne Clays - Seis Cancilleres Interinos,"Jorge Francisco Saenz Carbonell, et al.",Relaciones Internacionales,2015,Español,Imprenta Nacional,1,f,
281,9786074420463,Sistemas Operativos Modernos,Andrew S. Tanenbaum,Ingeniería Informática,2009,Español,Pearson Educacion,1,t,
282,9789968461160,Sistemas Politicos Contemporaneos,"Cesar A. Zuniga Ramirez, Luis Emilio Jimenez Gonzalez",Relaciones Internacionales,2008,Español,Editorial UCR,1,f,
283,9780811822307,Smoothies,Sara Corpening,Cocina,1999,Ingles,Chronicle Books,1,f,
284,9977830665,Somos Parte de un Gran Equilibrio,Ingemar Hedstrom,Economía,1993,Español,Editorial DEI,1,t,
285,9786071131607,Suenos de Dioses y Monstruos,Laini Taylor,Fantasía Épica,2014,Español,Alfaguardia,1,f,
286,9781407585079,Sushi,Parragon,Cocina,2009,Español,Parragon Books Ltd,1,t,
287,9781335534606,The Game Changer Series - Common Goal,Rachel Reid,LGTBIQ,2024,Ingles,Carina Press - Harlequin,1,f,""
288,9781335534620,The Game Changer Series - Game Changer,Rachel Reid,LGTBIQ,2024,Ingles,Carina Press - Harlequin,1,t,""
289,9781335534637,The Game Changer Series - Heated Rivalry,Rachel Reid,LGTBIQ,2024,Ingles,Carina Press - Harlequin,1,t,""
290,9781335534613,The Game Changer Series - Role Model,Rachel Reid,LGTBIQ,2024,Ingles,Carina Press - Harlequin,1,f,""
291,9781335534590,The Game Changer Series - Tough Guy,Rachel Reid,LGTBIQ,2024,Ingles,Carina Press - Harlequin,1,f,""
292,9780374533229,The Origins of Political Order,Francis Fukuyama,Relaciones Internacionales,2011,Ingles,"Farrar, Straus and Giroux",1,t,
293,7441025507243,Tia Florita - Mis 50 Recetas para Celebrar,Revista Sabores,Cocina,2011,Español,Grupo Nacion,1,f,
294,9788497645560,Tratado de Pintura,Leonardo da Vinci,Literatura Clásica,2011,Español,EDIMAT Libros,1,f,
295,9786073143691,Trono de Cristal - Corona de Medianoche,Sarah J. Mass,Fantasía Épica,2024,Español,Penguin Random Alfaguara,1,t,
296,9798890981561,Trono de Cristal - Heredera de Fuego,Sarah J. Mass,Fantasía Épica,2024,Español,Penguin Random Alfaguara,1,t,
297,9798890981585,Trono de Cristal - Imperio de Tormentas,Sarah J. Mass,Fantasía Épica,2024,Español,Penguin Random Alfaguara,1,t,
298,9798890981578,Trono de Cristal - Reina de Sombras,Sarah J. Mass,Fantasía Épica,2024,Español,Penguin Random Alfaguara,1,t,
299,9798890981608,Trono de Cristal - Reino de Cenizas,Sarah J. Mass,Fantasía Épica,2025,Español,Penguin Random Alfaguara,1,t,
300,9798890981592,Trono de Cristal - Torre del Alba,Sarah J. Mass,Fantasía Épica,2024,Español,Penguin Random Alfaguara,1,f,
301,9788990981547,Trono de Cristal - Trono de Cristal,Sarah J. Mass,Fantasía Épica,2024,Español,Penguin Random Alfaguara,1,t,
302,9786077478157,Un Nuevo Mundo Feliz,Ulrich Beck,Economía,2000,Español,Editorial Paidos,1,f,
303,977930058,Un Siglo de Actividad Electrica en Costa Rica,Joaquin Alberto Fernandez Alfaro,Historia,2000,Español,Instituto Costarricense de Electricidad,1,f,
304,9788408257127,Una Corte de Alas y Ruina,Sarah J. Mass,Fantasía Épica,2022,Español,Cross books,1,t,
305,9788408257134,Una Corte de Hielo y Estrellas,Sarah J. Mass,Fantasía Épica,2022,Español,Cross books,1,t,
306,9788408249429,Una Corte de Llamas Plateadas,Sarah J. Mass,Fantasía Épica,2021,Español,Cross books,1,t,
307,9788408257110,Una Corte de Niebla y Furia,Sarah J. Mass,Fantasía Épica,2022,Español,Cross books,1,t,
308,9788408257103,Una Corte de Rosas y Espinas,Sarah J. Mass,Fantasía Épica,2022,Español,Cross books,1,t,
309,9788466343220,Una Odisea Espacial,Arthur C. Clarke,Fantasía Épica,2024,Español,Penguin Randon House Grupo Editorial,1,f,
310,9788495994394,Utopia,Tomas Moro,Filosofía,2009,Español,Mestas Ediciones,1,t,
311,9977953333,Walker en Centro America,Lorenzo Montufar,Historia,2000,Español,Museo Historico Cultural Juan Santamaria,1,f,
312,9780811833363,Webers - Art of the Grill Deck,Weber,Cocina,2002,Ingles,Weber-Stephen Products Co.,1,f,
313,9788412450811,Wine Folly - La Guia Maestra,"Madeline Puckette, Justin Hammack",Cocina,2025,Español,ColAndCol,1,f,
314,9786078614455,Wolfsong - La Cancion del Lobo,TJ Klune,LGTBIQ,2024,Español,VR Editoras,1,f,
315,9788433910912,Yo amo a mi mami,Jaime Bayly,Literatura Latinoamericana,1999,Español,Editorial Anagrama,1,f,""
316,9788488190330,Aceites Esenciales,Gill Farrer-Halls,Ciencia,2019,Español,Blume,1,f,
317,9788410050105,Legacy of Gods - (I) God of Malice,Rina Kent,Novela Romántica y Erótica,2024,Español,Montena - Penguin Random House Grupo Editorial,1,t,
318,9791387724429,Legacy of Gods - (IV) God of Ruin,Rina Kent,Novela Romántica y Erótica,2025,Español,Montena - Penguin Random House Grupo Editorial,1,t,
319,9788445076538,Crónicas Marcianas,Ray Bradbury,Ciencia Ficción,2024,Español,Editorial Planeta,1,f,
320,9788419599339,Mitos + Leyendas Antiguo Egipto,Nuria Castellano I Sole,Historia,2023,Español,Editorial Alma,1,f,
321,9788410298231,Legacy of Gods - (III) God of Wrath,Rina Kent,Novela Romántica y Erótica,2025,Español,Montena - Penguin Random House Grupo Editorial,1,t,
322,9788466380621,Fahrenheit 451,Ray Bradbury,Ciencia Ficción,2025,Español,Debolsillo - Penguin Random House Grupo Editorial,1,f,
323,9788497594257,Un mundo feliz,Aldous Huxley,Ciencia Ficción,2025,Español,Debolsillo - Penguin Random House Grupo Editorial,1,f,
324,9788419599841,Mitos + Leyendas Celtas,Laia San Jose Beltran,Historia,2024,Español,Editorial Alma ,1,f,
325,9788410395763,Legacy of Gods - (II) God of Pain,Rina Kent,Novela Romántica y Erótica,2025,Español,Montena - Penguin Random House Grupo Editorial,1,t,
326,9791387711443,Los Habitantes del Aire - El Principe Cruel,Holly Black,Fantasía Épica,2025,Español,Editorial Hidra,2,f,Una copia está suelta de forma individual y la otra está en Estuche de Edición Especial
327,9786070772658,¿Sueñan los Androides con Ovejas Eléctricas?,Philip K. Dick,Ciencia Ficción,2025,Español,Minotauro - Editorial Planeta Mexicana,1,f,
328,9788410197428,El Priorato del Naranjo,Samantha Shannon,Fantasía Épica,2026,Español,Rocabolsillo - Penguin Random House Grupo Editorial,1,f,
329,9781335534644,The Game Changer Series - The Long Game,Rachel Reid,LGTBIQ,2024,Inglés,Carina Press - Harlequin,1,f,""
330,9788420653419,Almas Muertas,Nikolai Gogol,Literatura Clásica,2024,Español,Alianza Editorial,1,f,""
331,9789585118409,Cadáver Exquisito,Agustina Bazterrica,Ciencia Ficción,2026,Español,Alfaguara - Penguin Random House Grupo Editorial,1,f,
332,9788497931274,Saga Fundación - 1 - Preludio a la Fundación,Isaac Asimov,Ciencia Ficción,2025,Español,Debolsillo - Penguin Random House Grupo Editorial,1,f,""
333,9786076372234,Santo,Sierra Simone,LGTBIQ,2025,Español,VR Editoras,1,f,
334,9781464251801,Villain - (1) Kiss the Villain,Rina Kent,LGTBIQ,2025,Ingles,Bloom Books,1,t,""
335,9781464279256,Villain - (2) Hunt the Villain,Rina Kent,LGTBIQ,2026,Ingles,Bloom Books,1,t,""
336,9781464245640,Vipers - (III) Tempting Venom,Rina Kent,LGTBIQ,2026,Ingles,Bloom Books,1,f,
337,9786073874250,The Game Changer - Cambiar el Juego,Rachel Reid,LGTBIQ,2026,Español,Montena - Penguin Random House Grupo Editorial,1,f,
338,9791387810733,Por los Fans,Nyla K.,LGTBIQ,2025,Español,Contraluz Editorial,1,f,
339,9788410425125,Top Secret,Sarina Bowen y Ellen Kennedy,LGTBIQ,2025,Español,Wonderbooks,1,f,
340,9788418933288,El Arte de la Guerra,Sun Tzu,Filosofía,2022,Español,Alma Editorial,1,f,
341,9788419599674,Rebelión en la Granja,George Orwell,Ciencia Ficción,2024,Español,Alma Editorial,1,f,""
342,9788419599681,1984,George Orwell,Ciencia Ficción,2024,Español,Alma Editorial,1,f,
343,9788417430719,Orgullo y Prejuicio,Jane Austen,Literatura Clásica,2019,Español,Alma Editorial,1,f,
344,9788418008535,Cumbres Borrascosas,Emily Bronte,Literatura Clásica,2020,Español,Alma Editorial,1,f,
345,9788419599711,Meditaciones,Marco Aurelio,Filosofía,2024,Español,Alma Editorial,1,f,
346,9788426431301,Tan Poca Vida,Hanya Yanagihara,Español,2025,Español,Lumen - Penguin Random House Grupo Editorial,1,f,
347,9788490628720,Ensayo Sobre la Ceguera,José Saramago,Español,2025,Español,Debolsillo - Penguin Random House Grupo Editorial,1,f,
348,9788490628768,Ensayo Sobre la Lucidez,José Saramago,Español,2025,Español,"",1,f,
349,9788466380812,La Casa de los Espíritus,Isabel Allende,Literatura Latinoamericana,2025,Español,Debolsillo - Penguin Random House Grupo Editorial,1,f,
350,9788490709870,Todos Nuestros Veranos,Carley Fortune,Novela Romántica y Erótica,2025,Español,Debolsillo - Penguin Random House Grupo Editorial,1,f,
351,9788408289739,Cazadores de Sombras - Ciudad de Hueso,Cassandra Clare,Fantasía Épica,2024,Español,Planeta S.A.,1,f,
352,9788408319986,Dioses del Juego - The Striker Los Opuestos de Atraen,Ana Huang,Novela Romántica y Erótica,2026,Español,Grupo Planeta,1,f,
353,9788410050075,Alchemised - No Queda Nadie a Quien Salvar,SenLin Yu,Fantasía Épica,2025,Español,Penguin Random House Grupo Editorial,1,f,
354,9791387711450,Los Habitantes del Aire - El Rey Malvado,Holly Black,Fantasía Épica,2025,Español,Hidra,1,f,
355,9791387711467,Los Habitantes del Aire - La Reina de Nada,Holly Black,Fantasía Épica,2025,Español,Hidra,1,f,
